Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
ND_NC0228	99.96	1.25	Neural Network (Specific Model)	11	0.867	60384	285.735959947758	4528965	0.57	4594	326	223532	None
ND_NC0229	99.99	0.13	Neural Network (Specific Model)	11	0.876	460363	309.616168800379	4467543	0.57	4218	278	766885	None
ND_NC0230	99.99	0.81	Neural Network (Specific Model)	11	0.879	67640	320.125373878365	4376565	0.57	4012	117	183594	None
ND_NC0231	99.99	0.04	Neural Network (Specific Model)	11	0.877	2305876	324.786585365854	4182151	0.57	3772	14	2305876	None
ND_NC0232	99.99	0.7	Neural Network (Specific Model)	11	0.881	463680	315.505730994152	4583393	0.57	4275	32	743794	None
ND_NC0233	100	0.5	Neural Network (Specific Model)	11	0.88	588096	315.05617455896	4621363	0.57	4308	34	1859203	None
ND_NC0234	99.99	0.37	Neural Network (Specific Model)	11	0.877	2280510	321.295362903226	4352676	0.57	3968	15	2280510	None
ND_NC0235	99.98	0.05	Neural Network (Specific Model)	11	0.881	494994	316.340414769853	4254136	0.57	3954	30	723066	None
ND_NC0236	100	0.36	Neural Network (Specific Model)	11	0.86	528723	312.301513671875	4453551	0.57	4096	34	814536	None
ND_NC0237	99.98	0.12	Neural Network (Specific Model)	11	0.881	1102633	322.310954063604	4341310	0.57	3962	19	1250127	None
ND_NC0238	99.98	0.4	Neural Network (Specific Model)	11	0.88	94434	317.090488932133	4438225	0.57	4111	136	250294	None
ND_NC0239	100	0.04	Neural Network (Specific Model)	11	0.88	107572	321.557360905958	4448238	0.57	4062	77	409563	None
ND_NC0240	99.99	0.03	Neural Network (Specific Model)	11	0.88	511923	323.984879032258	4376862	0.57	3968	27	975153	None
ND_NC0241	99.99	0.16	Neural Network (Specific Model)	11	0.88	72308	319.809348996574	4450433	0.57	4086	113	225128	None
ND_NC0242	100	0.25	Neural Network (Specific Model)	11	0.88	43612	316.724739520233	4448357	0.57	4127	160	168058	None
ND_NC0243	100	0.05	Neural Network (Specific Model)	11	0.88	83960	320.505642787046	4446579	0.57	4076	100	358728	None
ND_NC0244	99.99	0.06	Neural Network (Specific Model)	11	0.88	415572	323.487629886195	4449407	0.57	4042	35	1448516	None
ND_NC0245	99.99	0.03	Neural Network (Specific Model)	11	0.88	347400	324.254416961131	4372640	0.57	3962	26	1615623	None
ND_NC0246	99.99	0.03	Neural Network (Specific Model)	11	0.881	274229	324.141200201715	4371750	0.57	3966	33	511645	None
ND_NC0247	99.99	0.02	Neural Network (Specific Model)	11	0.88	477878	323.284371909001	4449477	0.57	4044	35	1434095	None
ND_NC0248	99.99	0.57	Neural Network (Specific Model)	11	0.881	216449	317.837645383337	4551358	0.57	4213	46	682609	None
ND_NC0249	99.99	0.15	Neural Network (Specific Model)	11	0.878	493720	318.5780403742	4412410	0.57	4062	47	724920	None
ND_NC0250	99.97	0.3	Neural Network (Specific Model)	11	0.875	354174	320.82861364196	4459641	0.57	4061	35	1237740	None
ND_NC0251	99.99	0.06	Neural Network (Specific Model)	11	0.876	78643	308.213827838828	4604359	0.57	4368	113	178123	None
ND_NC0252	99.98	0.06	Neural Network (Specific Model)	11	0.882	93420	317.738681102362	4385527	0.57	4064	101	165201	None
ND_NC0253	99.98	0.17	Neural Network (Specific Model)	11	0.88	74677	317.846268656716	4351261	0.57	4020	115	242219	None
ND_NC0254	99.99	0.02	Neural Network (Specific Model)	11	0.88	68238	318.945893248842	4456668	0.57	4103	121	166915	None
ND_NC0255	99.99	0.02	Neural Network (Specific Model)	11	0.88	511645	323.305713579025	4447931	0.57	4043	29	1693708	None
ND_NC0256	100	0.12	Neural Network (Specific Model)	11	0.877	203881	317.04008488564	4592641	0.57	4241	49	800027	None
ND_NC0257	99.98	0.37	Neural Network (Specific Model)	11	0.876	173697	311.187440076702	4436430	0.57	4172	134	752154	None
ND_NC0258	100	0.52	Neural Network (Specific Model)	11	0.881	67432	315.982566585956	4435539	0.57	4130	117	159010	None
ND_NC0259	99.99	0.32	Neural Network (Specific Model)	11	0.877	314225	317.2805528613	4466990	0.57	4124	43	787940	None
ND_NC0260	99.99	0.07	Neural Network (Specific Model)	11	0.877	207761	317.449446146594	4601788	0.57	4243	53	668316	None
ND_NC0261	99.99	0.04	Neural Network (Specific Model)	11	0.88	386152	318.950460542694	4360940	0.57	4017	27	749232	None
ND_NC0262	100	0.55	Neural Network (Specific Model)	11	0.88	242797	317.76051318603	4553905	0.57	4209	39	650736	None
ND_NC0263	100	0.55	Neural Network (Specific Model)	11	0.88	275756	317.772209026128	4555282	0.57	4210	35	1028070	None
ND_NC0264	99.99	0.04	Neural Network (Specific Model)	11	0.882	304439	323.512030075188	4383472	0.57	3990	25	1557980	None
ND_NC0265	99.99	0.04	Neural Network (Specific Model)	11	0.881	400405	324.179085627684	4365587	0.57	3959	30	941716	None
ND_NC0266	99.99	0.56	Neural Network (Specific Model)	11	0.878	258593	312.009621993127	4644742	0.57	4365	43	659561	None
ND_NC0267	99.99	0.06	Neural Network (Specific Model)	11	0.878	305141	323.684437674537	4348995	0.57	3939	36	790561	None
ND_NC0268	99.98	0.05	Neural Network (Specific Model)	11	0.879	389747	319.312091107342	4488815	0.57	4127	32	1238725	None
ND_NC0269	100	0.03	Neural Network (Specific Model)	11	0.876	4291284	322.024900398406	4420313	0.57	4016	2	4291284	None
ND_NC0270	99.98	0.08	Neural Network (Specific Model)	11	0.879	993127	322.612790407195	4400037	0.57	4003	13	1357476	None
ND_NC0271	99.99	0.06	Neural Network (Specific Model)	11	0.879	667577	319.189701238766	4478545	0.57	4117	16	1007847	None
ND_NC0273	100	0.49	Neural Network (Specific Model)	11	0.874	4258131	318.072467166979	4645749	0.57	4264	5	4258131	None
ND_NC0274	100	0.05	Neural Network (Specific Model)	11	0.881	195012	321.528841372451	4396768	0.57	4022	61	403935	None
ND_NC0275	99.99	0.03	Neural Network (Specific Model)	11	0.879	108171	320.074430379747	4310578	0.57	3950	75	238877	None
ND_NC0276	99.99	0.03	Neural Network (Specific Model)	11	0.873	4246502	323.419403739262	4393302	0.57	3958	2	4246502	None
ND_NC0277	100	0.1	Neural Network (Specific Model)	11	0.874	4460132	318.390232337601	4601927	0.57	4218	2	4460132	None
ND_NC0278	99.99	0.08	Neural Network (Specific Model)	11	0.872	4371138	315.931051108968	4500765	0.57	4148	2	4371138	None
ND_NC0279	100	0.04	Neural Network (Specific Model)	11	0.87	4317499	315.955409356725	4463368	0.57	4104	4	4317499	None
ND_NC0281	99.99	0.27	Neural Network (Specific Model)	11	0.876	93824	317.796703296703	4547361	0.56	4186	123	259263	None
ND_NC0282	100	0.53	Neural Network (Specific Model)	11	0.882	70967	315.261197548326	4539680	0.57	4242	131	215953	None
ND_NC0283	99.99	0.18	Neural Network (Specific Model)	11	0.877	560512	317.820216606498	4512092	0.57	4155	35	741716	None
ND_NC0284	99.98	0.18	Neural Network (Specific Model)	11	0.879	320250	312.961438372368	4506911	0.57	4227	36	642588	None
ND_NC0285	99.98	0.07	Neural Network (Specific Model)	11	0.879	320523	311.855703911923	4538629	0.57	4269	37	642491	None
ND_NC0286	99.98	0.07	Neural Network (Specific Model)	11	0.877	347941	314.45572609209	4548366	0.57	4235	40	1494710	None
ND_NC0287	99.98	0.08	Neural Network (Specific Model)	11	0.877	143390	311.928440366972	4646579	0.57	4360	98	336824	None
ND_NC0288	99.99	0.13	Neural Network (Specific Model)	11	0.876	324779	321.659351620948	4408254	0.57	4010	25	1669884	None
ND_NC0289	99.99	0.66	Neural Network (Specific Model)	11	0.881	353868	318.375	4561950	0.57	4216	34	961070	None
ND_NC0290	99.99	0.13	Neural Network (Specific Model)	11	0.877	232701	316.295764536971	4514661	0.57	4179	59	759577	None
ND_NC0291	99.98	0.13	Neural Network (Specific Model)	11	0.877	127167	314.699741965752	4582369	0.57	4263	77	577499	None
ND_NC0292	99.99	0.07	Neural Network (Specific Model)	11	0.877	369238	321.564524165421	4409020	0.57	4014	32	920226	None
ND_NC0293	99.99	0.18	Neural Network (Specific Model)	11	0.88	329939	322.305211558308	4249967	0.57	3876	30	1122557	None
ND_NC0294	99.99	0.16	Neural Network (Specific Model)	11	0.878	303361	320.047489488004	4414012	0.57	4043	47	1171914	None
ND_NC0295	99.98	0.11	Neural Network (Specific Model)	11	0.878	243892	319.404087663137	4424177	0.57	4061	55	706537	None
ND_NC0296	100	0.05	Neural Network (Specific Model)	11	0.877	278633	321.684617302418	4405991	0.57	4011	34	452628	None
ND_NC0297	99.99	0.05	Neural Network (Specific Model)	11	0.877	168543	311.270761444674	4621598	0.57	4347	88	465157	None
ND_NC0298	99.98	0.56	Neural Network (Specific Model)	11	0.88	101861	322.537358490566	4363371	0.57	3975	97	287608	None
ND_NC0299	99.93	1.29	Neural Network (Specific Model)	11	0.88	134366	324.425667090216	4346079	0.57	3935	67	313193	None
ND_NC0300	99.97	0.32	Neural Network (Specific Model)	11	0.873	243063	313.586478738653	4504785	0.57	4186	58	562465	None
ND_NC0301	99.98	0.77	Neural Network (Specific Model)	11	0.873	207801	313.528247914184	4513519	0.57	4195	73	695400	None
ND_NC0302	100	1.55	Neural Network (Specific Model)	11	0.88	200843	319.807450411224	4500065	0.57	4134	66	411662	None
ND_NC0303	99.98	1.13	Neural Network (Specific Model)	11	0.878	200606	320.063956370848	4407069	0.57	4034	55	452121	None
ND_NC0304	99.99	0.31	Neural Network (Specific Model)	11	0.877	532318	322.386719721462	4428745	0.57	4021	27	1360020	None
ND_NC0305	99.98	1.89	Neural Network (Specific Model)	11	0.878	288815	314.982857142857	4700440	0.57	4375	43	417255	None
ND_NC0306	99.88	1.84	Neural Network (Specific Model)	11	0.878	229443	322.758347761563	4450797	0.57	4043	48	553128	None
ND_NC0307	100	1.63	Neural Network (Specific Model)	11	0.879	416149	319.688208343381	4516673	0.57	4147	28	598557	None
ND_NC0308	99.95	0.68	Neural Network (Specific Model)	11	0.879	208157	322.358015457492	4404864	0.57	4011	54	733041	None
ND_NC0309	99.83	2.27	Neural Network (Specific Model)	11	0.876	243812	316.553532934132	4516210	0.57	4175	42	1180934	None
ND_NC0310	99.93	0.92	Neural Network (Specific Model)	11	0.876	203675	315.212412797691	4477996	0.57	4157	62	700513	None
ND_NC0311	100	4.02	Neural Network (Specific Model)	11	0.878	176653	315.478150289017	4654767	0.57	4325	67	408179	None
ND_NC0312	99.99	0.74	Neural Network (Specific Model)	11	0.88	114856	319.29086073501	4496139	0.57	4136	80	306452	None
ND_NC0313	100	1.8	Neural Network (Specific Model)	11	0.879	293778	319.154436450839	4534426	0.57	4170	38	908616	None
ND_NC0314	99.99	1.12	Neural Network (Specific Model)	11	0.882	237275	319.827884615385	4520272	0.57	4160	48	513918	None
ND_NC0315	99.99	0.79	Neural Network (Specific Model)	11	0.877	303908	320.204409297867	4563158	0.57	4173	54	487887	None
ND_NC0316	99.99	0.5	Neural Network (Specific Model)	11	0.881	143445	312.317761227714	4702133	0.57	4431	96	312008	None
ND_NC0317	100	2.71	Neural Network (Specific Model)	11	0.88	230396	319.346392737697	4551467	0.57	4186	64	722252	None
ND_NC0318	100	1.38	Neural Network (Specific Model)	11	0.879	225915	317.893682225365	4592985	0.57	4242	61	722549	None
ND_NC0319	100	1.5	Neural Network (Specific Model)	11	0.881	189452	317.104076520155	4733613	0.57	4391	90	562459	None
ND_NC0320	100	1.46	Neural Network (Specific Model)	11	0.881	191471	317.1975	4743012	0.57	4400	73	588257	None
ND_NC0321	99.92	0.99	Neural Network (Specific Model)	11	0.876	276420	315.417867435158	4488894	0.57	4164	61	843478	None
ND_NC0322	99.93	1.06	Neural Network (Specific Model)	11	0.876	381316	314.852990631756	4482475	0.57	4163	50	571193	None
ND_NC0323	99.95	0.44	Neural Network (Specific Model)	11	0.877	166753	315.569411764706	4579808	0.57	4250	69	523987	None
ND_NC0324	99.97	0.3	Neural Network (Specific Model)	11	0.877	138032	315.538642789821	4573737	0.57	4244	74	366950	None
ND_NC0325	99.96	0.72	Neural Network (Specific Model)	11	0.88	141714	323.134115884116	4404651	0.57	4004	65	307661	None
ND_NC0326	99.99	0.47	Neural Network (Specific Model)	11	0.879	191628	321.049113560134	4565494	0.57	4174	54	502731	None
ND_NC0328	99.87	4.63	Neural Network (Specific Model)	11	0.878	419962	316.782433340802	4822739	0.57	4463	53	818446	None
ND_NC0330	99.94	1.39	Neural Network (Specific Model)	11	0.879	162251	322.661226508408	4448312	0.57	4044	56	325089	None
ND_NC0331	99.99	0.8	Neural Network (Specific Model)	11	0.88	183294	320.318236280853	4550325	0.57	4173	46	612037	None
ND_NC0332	99.74	3.29	Neural Network (Specific Model)	11	0.875	190143	316.131098265896	4678060	0.57	4325	59	783047	None
ND_NC0333	99.66	4.59	Neural Network (Specific Model)	11	0.879	192084	316.585190343547	4649464	0.57	4308	51	531325	None
ND_NC0334	99.99	0.94	Neural Network (Specific Model)	11	0.88	264007	319.049692380502	4587944	0.57	4226	50	610312	None
ND_NC0335	99.94	1.16	Neural Network (Specific Model)	11	0.876	222445	313.544259215778	4567651	0.57	4259	45	469208	None
ND_NC0336	99.95	0.78	Neural Network (Specific Model)	11	0.876	278537	319.469458128079	4433238	0.57	4060	38	623096	None
ND_NC0337	100	0.59	Neural Network (Specific Model)	11	0.88	98940	321.826693227092	4400863	0.57	4016	98	278002	None
ND_NC0339	99.96	0.63	Neural Network (Specific Model)	11	0.881	591030	323.432080200501	4388756	0.57	3990	20	2024762	None
ND_NC0340	99.97	0.56	Neural Network (Specific Model)	11	0.88	591030	322.978892475788	4424630	0.57	4027	20	2024776	None
ND_NC0341	99.97	0.56	Neural Network (Specific Model)	11	0.881	2365907	323.571106094808	4387376	0.57	3987	17	2365907	None
ND_NC0342	99.99	0.51	Neural Network (Specific Model)	11	0.878	273310	318.200672107537	4521376	0.57	4166	61	679213	None
ND_NC0343	99.99	0.92	Neural Network (Specific Model)	11	0.878	242458	318.105677480916	4549041	0.57	4192	54	530580	None
ND_NC0344	99.94	1	Neural Network (Specific Model)	11	0.878	190097	318.07827742089	4559951	0.57	4203	64	530356	None
ND_NC0345	99.99	0.26	Neural Network (Specific Model)	11	0.878	230835	318.126862085536	4514834	0.57	4162	55	530356	None
ND_NC0346	99.99	0.74	Neural Network (Specific Model)	11	0.878	238638	318.185441527446	4546305	0.57	4190	60	530356	None
ND_NC0347	99.99	0.4	Neural Network (Specific Model)	11	0.878	293025	317.976053639847	4529163	0.57	4176	47	679211	None
ND_NC0348	99.99	0.36	Neural Network (Specific Model)	11	0.878	217259	317.54948478313	4521077	0.57	4173	75	530356	None
ND_NC0349	99.99	0.56	Neural Network (Specific Model)	11	0.878	242473	317.566914053148	4523476	0.57	4177	58	530356	None
ND_NC0350	99.98	0.59	Neural Network (Specific Model)	11	0.878	273310	318.545040728318	4534071	0.57	4174	57	530356	None
ND_NC0351	99.98	0.64	Neural Network (Specific Model)	11	0.878	293130	318.610764055742	4524683	0.57	4162	52	681850	None
ND_NC0352	99.99	0.32	Neural Network (Specific Model)	11	0.878	264684	317.165908546804	4518794	0.57	4177	66	530457	None
ND_NC0353	99.95	2.08	Neural Network (Specific Model)	11	0.879	988176	319.340315368322	4622104	0.57	4249	24	1380121	None
ND_NC0354	99.75	1.65	Neural Network (Specific Model)	11	0.879	483481	319.29105537151	4599983	0.57	4226	31	878938	None
ND_NC0355	99.91	0.84	Neural Network (Specific Model)	11	0.879	543435	319.430604982206	4588258	0.57	4215	26	1572693	None
ND_NC0356	99.99	0.27	Neural Network (Specific Model)	11	0.88	530630	317.613830798479	4547125	0.57	4208	32	943557	None
ND_NC0357	99.99	0.67	Neural Network (Specific Model)	11	0.878	386818	318.375239923225	4528129	0.57	4168	39	752510	None
ND_NC0358	100	0.41	Neural Network (Specific Model)	11	0.881	641407	318.508502994012	4521216	0.57	4175	31	1043793	None
ND_NC0359	99.99	0.19	Neural Network (Specific Model)	11	0.88	641281	317.753981459472	4548092	0.57	4207	32	1043858	None
ND_NC0360	99.99	0.14	Neural Network (Specific Model)	11	0.88	631946	317.290230568101	4540941	0.57	4207	35	1280340	None
ND_NC0361	99.99	0.28	Neural Network (Specific Model)	11	0.88	641281	316.466071847852	4585226	0.57	4259	28	1280340	None
ND_NC0362	100	0.24	Neural Network (Specific Model)	11	0.881	641219	317.952026864956	4508060	0.57	4169	30	1043795	None
ND_NC0363	100	1.62	Neural Network (Specific Model)	11	0.88	554650	320.632416787265	4524845	0.57	4146	32	825628	None
ND_NC0364	100	2.1	Neural Network (Specific Model)	11	0.88	288244	320.356490384615	4535819	0.57	4160	37	684149	None
ND_NC0365	100	2.76	Neural Network (Specific Model)	11	0.879	386296	319.977544194935	4562729	0.57	4186	35	825550	None
ND_NC0366	100	1.41	Neural Network (Specific Model)	11	0.88	595373	320.479826044938	4515555	0.57	4139	33	1378526	None
ND_NC0367	100	2.78	Neural Network (Specific Model)	11	0.88	513265	319.932451923077	4529469	0.57	4160	35	640289	None
ND_NC0368	100	2.84	Neural Network (Specific Model)	11	0.88	381759	320.467228915663	4526776	0.57	4150	32	825534	None
ND_NC0369	100	2.86	Neural Network (Specific Model)	11	0.88	318985	319.471192923739	4550075	0.57	4183	43	640335	None
ND_NC0370	100	1.28	Neural Network (Specific Model)	11	0.88	235731	320.116779497099	4507606	0.57	4136	41	825489	None
ND_NC0371	100	1.96	Neural Network (Specific Model)	11	0.879	310139	319.656563245823	4562299	0.57	4190	38	640289	None
ND_NC0372	100	1.86	Neural Network (Specific Model)	11	0.88	403727	320.116980221901	4516638	0.57	4146	37	716223	None
ND_NC0373	100	3.15	Neural Network (Specific Model)	11	0.88	514821	320.272203552568	4541191	0.57	4166	33	825618	None
ND_NC0374	100	1.74	Neural Network (Specific Model)	11	0.88	319328	320.352003862868	4516123	0.57	4142	38	525732	None
ND_NC0375	100	3.03	Neural Network (Specific Model)	11	0.879	514549	319.541993813942	4577862	0.57	4203	34	825624	None
ND_NC0376	100	1.23	Neural Network (Specific Model)	11	0.88	312390	320.270813165537	4503445	0.57	4132	38	825475	None
ND_NC0377	100	1.75	Neural Network (Specific Model)	11	0.88	373156	319.787653134759	4532415	0.57	4163	37	1061359	None
ND_NC0378	100	3.84	Neural Network (Specific Model)	11	0.88	525732	320.732424677188	4564983	0.57	4182	36	799727	None
ND_NC0379	99.98	1.81	Neural Network (Specific Model)	11	0.877	305136	320.292838572441	4629287	0.57	4231	47	482940	None
ND_NC0380	99.94	0.03	Neural Network (Specific Model)	11	0.885	72633	325.707704741379	4091747	0.58	3712	89	181932	None
ND_NC0382	95.18	4.09	Neural Network (Specific Model)	11	0.856	4487723	240.660598179454	4531716	0.57	5383	249	4487723	None
ND_NC0384	99.99	0.25	Neural Network (Specific Model)	11	0.876	84305	310.51980080626	4474111	0.57	4217	128	309784	None
ND_NC0385	99.99	0.75	Neural Network (Specific Model)	11	0.87	4294639	316.105787937743	4473761	0.57	4112	3	4294639	None
ND_NC0386	99.99	0.27	Neural Network (Specific Model)	11	0.876	108289	309.025726536446	4434037	0.57	4198	127	235818	None
ND_NC0387	99.95	0.09	Neural Network (Specific Model)	11	0.867	4294389	309.825358851675	4471312	0.57	4180	3	4294389	None
ND_NC0388	99.97	0.05	Neural Network (Specific Model)	11	0.879	109253	322.068095838588	4354489	0.58	3965	78	295920	None
ND_NC0389	99.99	0.04	Neural Network (Specific Model)	11	0.878	80134	320.352232814852	4356317	0.58	3986	108	230013	None
